10000,3303.487305,-1.565302
10619.327148,3107.556396,-1.56514
11277.011719,2923.512207,-1.565022
11975.427734,2749.87207,-1.564882
12717.098633,2586.818604,-1.56471
13504.704102,2433.840576,-1.564481
14341.086914,2289.757812,-1.564338
15229.269531,2153.346436,-1.564058
16172.460938,2025.060547,-1.563796
17174.064453,1904.296265,-1.563594
18237.703125,1790.171753,-1.563383
19367.212891,1682.637451,-1.563087
20566.677734,1580.941772,-1.562742
21840.429688,1484.880615,-1.562461
23193.066406,1394.081665,-1.562024
24629.476562,1308.553223,-1.561598
26154.847656,1227.904419,-1.561313
27774.689453,1151.737427,-1.560571
29494.851562,1079.658936,-1.560173
31321.548828,1011.540771,-1.559677
33261.378906,947.265198,-1.558896
35321.347656,886.117798,-1.558293
37508.894531,828.390991,-1.557523
39831.921875,773.547241,-1.556842
42298.824219,721.843079,-1.55575
44918.507812,672.603149,-1.554846
47700.433594,625.745667,-1.553607
50654.652344,581.134949,-1.552285
53791.832031,538.707642,-1.550863
57123.308594,498.262787,-1.549315
60661.113281,459.694183,-1.547414
64418.019531,422.705414,-1.545312
68407.609375,387.286499,-1.542967
72644.273438,353.305786,-1.540553
77143.335938,320.593506,-1.536786
81921.03125,288.981659,-1.532919
86994.632812,258.571655,-1.528177
92382.445312,229.042145,-1.522069
98103.945312,200.354813,-1.514423
104179.789062,172.337753,-1.504202
110631.929688,144.974869,-1.490735
117483.671875,118.158218,-1.470966
124759.757812,91.824219,-1.440054
132486.46875,65.884407,-1.384673
140691.71875,40.678535,-1.260702
149405.140625,17.998465,-0.789857
158658.21875,18.465488,0.793428
168484.359375,41.441277,1.2447
178919.046875,66.917549,1.365601
190000,93.326546,1.419609
