10000,3467.575195,-1.272109
10619.327148,3280.74707,-1.254688
11277.011719,3105.540283,-1.236616
11975.427734,2941.792969,-1.217551
12717.098633,2789.321289,-1.19732
13504.704102,2646.766357,-1.176327
14341.086914,2513.046387,-1.154224
15229.269531,2388.386963,-1.131257
16172.460938,2272.734619,-1.107291
17174.064453,2165.12793,-1.082561
18237.703125,2064.7146,-1.056826
19367.212891,1971.846802,-1.030033
20566.677734,1885.475708,-1.002503
21840.429688,1805.35376,-0.97416
23193.066406,1731.460815,-0.944881
24629.476562,1662.954102,-0.914916
26154.847656,1599.988281,-0.884566
27774.689453,1542.023926,-0.853122
29494.851562,1488.576538,-0.821649
31321.548828,1439.43811,-0.789704
33261.378906,1394.920776,-0.757242
35321.347656,1353.784424,-0.724705
37508.894531,1316.435181,-0.69194
39831.921875,1282.245239,-0.659437
42298.824219,1251.557007,-0.626695
44918.507812,1223.588867,-0.594382
47700.433594,1198.516602,-0.5624
50654.652344,1175.818481,-0.530548
53791.832031,1155.262573,-0.499479
57123.308594,1136.982788,-0.468838
60661.113281,1120.719971,-0.438566
64418.019531,1105.989868,-0.40872
68407.609375,1092.934082,-0.379649
72644.273438,1081.429443,-0.351455
77143.335938,1071.456177,-0.32327
81921.03125,1062.643921,-0.295999
86994.632812,1055.06665,-0.269099
92382.445312,1048.348999,-0.242968
98103.945312,1042.761963,-0.217436
104179.789062,1038.304321,-0.191883
110631.929688,1034.530273,-0.167262
117483.671875,1031.936157,-0.142788
124759.757812,1029.763428,-0.118743
132486.46875,1028.298462,-0.094867
140691.71875,1028.002808,-0.071469
149405.140625,1028.338623,-0.048228
158658.21875,1028.839111,-0.025163
168484.359375,1031.124634,-0.001972
178919.046875,1034.024048,0.020923
190000,1039.030029,0.043968
