10000,1013.839417,-0.036053
10619.327148,1013.728149,-0.034142
11277.011719,1013.707397,-0.032402
11975.427734,1013.700012,-0.030738
12717.098633,1013.664062,-0.02909
13504.704102,1013.630005,-0.0276
14341.086914,1013.664917,-0.026283
15229.269531,1013.568176,-0.024973
16172.460938,1013.55127,-0.023818
17174.064453,1013.573181,-0.022765
18237.703125,1013.537598,-0.021661
19367.212891,1013.503479,-0.020698
20566.677734,1013.521851,-0.019816
21840.429688,1013.47644,-0.019056
23193.066406,1013.576782,-0.01834
24629.476562,1013.481689,-0.017694
26154.847656,1013.53064,-0.017241
27774.689453,1013.614929,-0.016435
29494.851562,1013.587708,-0.016048
31321.548828,1013.501709,-0.015702
33261.378906,1013.605652,-0.015264
35321.347656,1013.572266,-0.014937
37508.894531,1013.642456,-0.014698
39831.921875,1013.524231,-0.014733
42298.824219,1013.626343,-0.014331
44918.507812,1013.751038,-0.014364
47700.433594,1013.773682,-0.014213
50654.652344,1013.767578,-0.014147
53791.832031,1013.855408,-0.014224
57123.308594,1013.921448,-0.014354
60661.113281,1013.964905,-0.014445
64418.019531,1014.011597,-0.01455
68407.609375,1014.085022,-0.014892
72644.273438,1014.054688,-0.015367
77143.335938,1014.30304,-0.015514
81921.03125,1014.382996,-0.016003
86994.632812,1014.538208,-0.016379
92382.445312,1014.646973,-0.016851
98103.945312,1015.056091,-0.017423
104179.789062,1015.188232,-0.017626
110631.929688,1015.310913,-0.018621
117483.671875,1015.624817,-0.019394
124759.757812,1016.249939,-0.020069
132486.46875,1016.133118,-0.020938
140691.71875,1016.857422,-0.021787
149405.140625,1017.213501,-0.02295
158658.21875,1017.007568,-0.024076
168484.359375,1018.03949,-0.024899
178919.046875,1018.724304,-0.026397
190000,1020.592468,-0.027655
